codocorren,data,hora,mes,diaSemana,tipo,viaA,viaB,tipoenvolv,tipoAutomo,genero,idade,embriagado,vitima,obito,habilitado,ciclo,pavimentac,viaACod,viaATotal,viaAFxRola,viaBCod,viaBtotal,viaBFxRola,bairro,zona,longX,latY,intersecao,intersecaoCodA,intersecaoCodB,intersecaolongx,intersecaolaty,intersecaoCiclo
2019-987,2019-04-17,16:25,Abril,quarta-feira,abalroamento,Av.Gov.Adolfo Konder,R.José Pereira Liberato,"veículo,veículo","Automóvel,Motocicleta","fem.,masc.","31,65",0,1,0,1,ciclovia,Asfalto,164,30,17,159,"12,5","8,5",Cidade Nova,Área Urbana,-48.68299938,-26.91010103,R.Carolina Vailati-R.José Pereira Liberato,526,159,-48.68296462495184,-26.910028899146113,ciclofaixa
2019-54,2019-01-08,15:00,Janeiro,terça-feira,colisão,R.Heitor Liberato,,"veículo,veículo,veículo","Automóvel,Camioneta,Automóvel","fem.,masc.,fem.","76,47,39",0,1,0,1,ciclofaixa,Asfalto,160,"15,5","9,5",NA,,,São João,Área Urbana,-48.67371339,-26.90707566,R.Alfredo Trompowisky-R.Heitor Liberato,314,160,-48.67369063479538,-26.907071014262122,ciclofaixa
2019-862,2019-01-10,12:12,Janeiro,quinta-feira,colisão,R.Heitor Liberato,,"veículo,veículo","Motocicleta,Motocicleta",masc.,36,0,1,0,1,ciclofaixa,Asfalto,160,"15,5","9,5",NA,,,São João,Área Urbana,-48.67365291,-26.9070915,R.Alfredo Trompowisky-R.Heitor Liberato,314,160,-48.67369063479538,-26.907071014262122,ciclofaixa
2019-623,2019-03-06,18:45,Março,quarta-feira,colisão,R.Heitor Liberato,R.Alfredo Trompowisky,"veículo,veículo","Automóvel,Automóvel",masc.,20,0,0,0,1,ciclofaixa,Asfalto,160,"15,5","9,5",314,15,11,São João,Área Urbana,-48.67353451,-26.90710043,R.Alfredo Trompowisky-R.Heitor Liberato,314,160,-48.67369063479538,-26.907071014262122,ciclofaixa
2019-650,2019-03-18,11:10,Março,segunda-feira,colisão,R.Heitor Liberato,,"veículo,veículo","Motocicleta,Automóvel","masc.,masc.","30,43",0,0,0,1,ciclofaixa,Asfalto,160,"15,5","9,5",NA,,,São João,Área Urbana,-48.67374444,-26.90710353,R.Alfredo Trompowisky-R.Heitor Liberato,314,160,-48.67369063479538,-26.907071014262122,ciclofaixa
2019-303,2019-02-07,11:20,Fevereiro,quinta-feira,colisão,R.Heitor Liberato,,"veículo,veículo","Automóvel,Motocicleta","masc.,fem.","52,27",0,0,0,1,ciclofaixa,Asfalto,160,"15,5","9,5",NA,,,São João,Área Urbana,-48.67014919,-26.90593466,Av.José Eugênio Muller-R.Heitor Liberato,262,160,-48.669922231618884,-26.905877205265323,ciclofaixa
2019-518/522,2019-03-01,20:30,Março,sexta-feira,colisão,Av.José Eugênio Muller,,"veículo,veículo","Automóvel,Ônibus","fem.,masc.","42,51",0,0,0,1,,Asfalto,262,15,11,NA,,,São Judas,Área Urbana,-48.66983231,-26.90645457,Av.José Eugênio Muller-R.Heitor Liberato,262,160,-48.669922231618884,-26.905877205265323,ciclofaixa
2019-988,2019-04-25,20:45,Abril,quinta-feira,abalroamento,R.Heitor Liberato,Av.José Eugênio Muller,"veículo,veículo","Automóvel,Caminhonete",fem.,58,0,0,0,1,ciclofaixa,Asfalto,160,"15,5","9,5",262,15,11,São João,Área Urbana,-48.66974644,-26.9058714,Av.José Eugênio Muller-R.Heitor Liberato,262,160,-48.669922231618884,-26.905877205265323,ciclofaixa
2019-80,2019-01-11,15:30,Janeiro,sexta-feira,colisão,R.Alberto Werner,R.Heitor Liberato,"veículo,veículo","Automóvel,Camioneta","fem.,masc.","27,47",0,0,0,1,ciclofaixa,Asfalto,163,"13,2","9,2",160,"15,5","9,5",Vila Operária,Área Urbana,-48.66901858,-26.90559604,R.Heitor Liberato-R.Heitor Liberato,160,160,-48.668877123351166,-26.905532486666107,ciclofaixa
2019-547,2019-02-11,11:50,Fevereiro,segunda-feira,colisão,R.Heitor Liberato,R.Alberto Werner,"ciclista,veículo",Motocicleta,"fem.,masc.","39,16",0,1,0,1,ciclofaixa,Asfalto,160,"15,5","9,5",163,"13,2","9,2",São João,Área Urbana,-48.66899282,-26.9055796,R.Heitor Liberato-R.Heitor Liberato,160,160,-48.668877123351166,-26.905532486666107,ciclofaixa
2019-01,2019-01-01,08:20,Janeiro,terça-feira,colisão,R.Heitor Liberato,,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","45,37",0,0,0,1,ciclofaixa,Asfalto,160,"15,5","9,5",NA,,,São João,Área Urbana,-48.66584445,-26.90450606,Serv.Pedro Coschela-R.Heitor Liberato,313,160,-48.6661290852637,-26.904659087535343,ciclofaixa
2019-274,2019-02-04,16:30,Fevereiro,segunda-feira,colisão,R.Heitor Liberato,,"veículo,veículo","Utilitário,Caminhão",masc.,48,0,0,0,1,ciclofaixa,Asfalto,160,"15,5","9,5",NA,,,São João,Área Urbana,-48.66598069,-26.90459265,Serv.Pedro Coschela-R.Heitor Liberato,313,160,-48.6661290852637,-26.904659087535343,ciclofaixa
2019-998,2019-04-27,10:50,Abril,sábado,colisão,R.Heitor Liberato,,"veículo,veículo","Camioneta,Automóvel","fem.,fem.","37,31",0,0,0,1,ciclofaixa,Asfalto,160,"15,5","9,5",NA,,,São João,Área Urbana,-48.66592135,-26.904526,Serv.Pedro Coschela-R.Heitor Liberato,313,160,-48.6661290852637,-26.904659087535343,ciclofaixa
2019-75,2019-01-03,17:01,Janeiro,quinta-feira,colisão,R.Heitor Liberato,R.Indaial,"veículo,ciclista",Automóvel,"fem.,fem.","65,37",0,1,0,1,ciclofaixa,Asfalto,160,"15,5","9,5",227,17,11,São João,Área Urbana,-48.67746643,-26.90831751,R.Indaial-R.Indaial,227,227,-48.6775110680378,-26.908282852426815,ciclofaixa
2019-377,2019-02-15,20:15,Fevereiro,sexta-feira,colisão,R.Indaial,,"veículo,veículo","Automóvel,Automóvel",masc.,45,0,0,0,1,,Asfalto,227,17,11,NA,,,Dom Bosco,Área Urbana,-48.67755979,-26.90762456,R.Indaial-R.Indaial,227,227,-48.6775110680378,-26.908282852426815,ciclofaixa
2019-385,2019-02-18,07:50,Fevereiro,segunda-feira,colisão,R.Heitor Liberato,R.Indaial,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","42,22",0,0,0,1,ciclofaixa,Asfalto,160,"15,5","9,5",227,17,11,São João,Área Urbana,-48.6775203,-26.90831628,R.Indaial-R.Indaial,227,227,-48.6775110680378,-26.908282852426815,ciclofaixa
2019-692,2019-03-21,13:35,Março,quinta-feira,colisão,R.Indaial,,"veículo,veículo","Caminhonete,Motocicleta","masc.,masc.","34,31",0,0,0,1,,Asfalto,227,17,11,NA,,,Dom Bosco,Área Urbana,-48.677456,-26.90867261,R.Indaial-R.Indaial,227,227,-48.6775110680378,-26.908282852426815,ciclofaixa
2019-1017,2019-04-30,21:00,Abril,terça-feira,colisão,R.Indaial,,"veículo,veículo","Motocicleta,Automóvel","masc.,masc.","26,36",0,1,0,1,,Asfalto,227,17,11,NA,,,Dom Bosco,Área Urbana,-48.67755969,-26.90881317,R.Indaial-R.Indaial,227,227,-48.6775110680378,-26.908282852426815,ciclofaixa
2019-465,2019-02-26,07:55,Fevereiro,terça-feira,colisão,R.Heitor Liberato,R.Pereira Neto,"veículo,ciclista",Automóvel,"fem.,masc.","28,17",0,1,0,1,ciclofaixa,Asfalto,160,"15,5","9,5",316,10,7,São João,Área Urbana,-48.6669336,-26.90493524,R.Pereira Neto-R.Heitor Liberato,316,160,-48.66720062707985,-26.90499261486751,ciclofaixa
2019-997,2019-04-18,16:25,Abril,quinta-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo","Motoneta,Motoneta",fem.,37,0,1,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.68487759,-26.92977083,Av.Ver.Abrahão João Francisco-R.Ver.José Carlos Mendonça,265,1633,-48.68501389263016,-26.92997283762726,ciclovia
2019-438,2019-02-22,13:20,Fevereiro,sexta-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo","Automóvel,Motocicleta","masc.,masc.","52,35",0,1,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.68320127,-26.92833202,Av.Ver.Abrahão João Francisco-R.Raimundo Binder,265,845,-48.682875055370005,-26.92813334184381,ciclovia
2019-468,2019-02-22,17:00,Fevereiro,sexta-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo","Motoneta,Camioneta","masc.,masc.","34,45",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.68326254,-26.92849976,Av.Ver.Abrahão João Francisco-R.Raimundo Binder,265,845,-48.682875055370005,-26.92813334184381,ciclovia
2019-697,2019-03-21,19:00,Março,quinta-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo","Motoneta,Automóvel","masc.,fem.","21,28",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.68324004,-26.92822576,Av.Ver.Abrahão João Francisco-R.Raimundo Binder,265,845,-48.682875055370005,-26.92813334184381,ciclovia
2019-444,2019-02-25,18:20,Fevereiro,segunda-feira,colisão,R.Silva,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","34,50",0,0,0,1,ciclofaixa,Asfalto,287,"13,2","9,6",NA,,,Centro,Área Urbana,-48.65958375,-26.90262693,R.Pedro Ferreira-R.Silva,289,287,-48.659046776300734,-26.902402098718085,compartilhado
2019-877,2019-04-12,11:50,Abril,sexta-feira,colisão,Av.Pref.Paulo Bauer,R.Silva,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","56,30",0,0,0,1,ciclofaixa,Asfalto,288,14,10,287,"13,2","9,6",Centro,Área Urbana,-48.65885039,-26.90221064,R.Pedro Ferreira-R.Silva,289,287,-48.659046776300734,-26.902402098718085,compartilhado
2019-60,2019-01-09,15:15,Janeiro,quarta-feira,colisão,R.Silva,,"ciclista,veículo",Automóvel,masc.,22,0,0,0,0,ciclofaixa,Asfalto,287,"13,2","9,6",NA,,,Centro,Área Urbana,-48.66342856,-26.90374376,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-77,2019-01-10,17:35,Janeiro,quinta-feira,colisão,R.Silva,Av.Cel.Marcos Konder,"veículo,veículo","Automóvel,Motocicleta","fem.,masc.","34,39",0,1,0,1,ciclofaixa,Asfalto,287,"13,2","9,6",274,30,22,Centro,Área Urbana,-48.66304995,-26.90370914,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-125,2019-01-18,15:50,Janeiro,sexta-feira,colisão,Av.Cel.Marcos Konder,,"veículo,veículo","Automóvel,Automóvel",fem.,38,0,0,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.66249143,-26.90459657,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-258,2019-02-02,10:45,Fevereiro,sábado,colisão,Av.Cel.Marcos Konder,R.Silva,"veículo,veículo","Automóvel,Motocicleta","masc.,masc.","36,47",0,0,0,1,ciclofaixa,Asfalto,274,30,22,287,"13,2","9,6",Fazenda,Área Urbana,-48.66298946,-26.90366609,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-281,2019-02-05,12:00,Fevereiro,terça-feira,colisão,R.Silva,Av.Cel.Marcos Konder,"veículo,veículo","Caminhão,Automóvel","masc.,masc.","38,73",0,0,0,1,ciclofaixa,Asfalto,287,"13,2","9,6",274,30,22,Centro,Área Urbana,-48.6629123,-26.90353598,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-309/331,2019-02-07,19:10,Fevereiro,quinta-feira,colisão,R.Silva,Av.Cel.Marcos Konder,"veículo,veículo","Automóvel,Motocicleta","masc.,masc.","58,54",0,1,0,1,ciclofaixa,Asfalto,287,"13,2","9,6",274,30,22,Centro,Área Urbana,-48.66297491,-26.90366805,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-316,2019-02-08,14:05,Fevereiro,sexta-feira,abalroamento,Av.Cel.Marcos Konder,R.Silva,"veículo,veículo","Automóvel,Ônibus","masc.,masc.","38,44",0,0,0,1,ciclofaixa,Asfalto,274,30,22,287,"13,2","9,6",Fazenda,Área Urbana,-48.66286236,-26.90363536,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-384,2019-02-18,07:10,Fevereiro,segunda-feira,colisão,R.Silva,Av.Cel.Marcos Konder,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","18,47",0,0,0,1,ciclofaixa,Asfalto,287,"13,2","9,6",274,30,22,Centro,Área Urbana,-48.66296336,-26.90361303,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-441,2019-02-23,10:00,Fevereiro,sábado,colisão,R.Silva,Av.Cel.Marcos Konder,"veículo,veículo","Automóvel,Caminhão",fem.,54,0,0,0,1,ciclofaixa,Asfalto,287,"13,2","9,6",274,30,22,Centro,Área Urbana,-48.66290355,-26.90367977,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-540,2019-03-07,13:00,Março,quinta-feira,colisão,Av.Cel.Marcos Konder,R.Silva,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","28,42",0,0,0,1,ciclofaixa,Asfalto,274,30,22,287,"13,2","9,6",Fazenda,Área Urbana,-48.66306637,-26.90374739,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-579,2019-03-11,18:20,Março,segunda-feira,colisão,R.Silva,Av.Cel.Marcos Konder,"veículo,veículo","Caminhonete,Automóvel","masc.,fem.","45,39",0,0,0,1,ciclofaixa,Asfalto,287,"13,2","9,6",274,30,22,Centro,Área Urbana,-48.66286091,-26.90365674,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-656,2019-03-18,17:50,Março,segunda-feira,engavetamento,R.Silva,,"veículo,veículo,veículo","Automóvel,Automóvel,Automóvel","masc.,fem.,masc.","37,24,65",0,0,0,1,ciclofaixa,Asfalto,287,"13,2","9,6",NA,,,Centro,Área Urbana,-48.6628294,-26.90366693,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-680,2019-03-20,09:40,Março,quarta-feira,"colisão,engavetamento",Av.Cel.Marcos Konder,R.Silva,"veículo,veículo,veículo,veículo","Automóvel,Motocicleta,Automóvel,Automóvel","masc.,masc.,masc.,masc.","74,39,71,48",0,0,0,1,ciclofaixa,Asfalto,274,30,22,287,"13,2","9,6",Fazenda,Área Urbana,-48.66304203,-26.90369478,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-783,2019-04-01,16:10,Abril,segunda-feira,abalroamento,R.Silva,Av.Cel.Marcos Konder,"veículo,veículo","Automóvel,Caminhão","masc.,masc.","26,63",0,0,0,1,ciclofaixa,Asfalto,287,"13,2","9,6",274,30,22,Centro,Área Urbana,-48.66284876,-26.90361724,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-913,2019-04-17,18:20,Abril,quarta-feira,colisão,R.Silva,,"veículo,veículo","Motoneta,Automóvel","masc.,fem.","38,28",0,0,0,1,ciclofaixa,Asfalto,287,"13,2","9,6",NA,,,Centro,Área Urbana,-48.66210299,-26.90338915,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-955,2019-04-23,07:20,Abril,terça-feira,colisão,Av.Cel.Marcos Konder,,"veículo,veículo","Automóvel,Motoneta","fem.,masc.","39,21",0,1,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.66260439,-26.90419206,Av.Cel.Marcos Konder-R.Silva,274,287,-48.662930634273806,-26.903776211192554,compartilhado
2019-536,2019-03-06,20:45,Março,quarta-feira,colisão,R.Silva,R.Cônego Tomaz Fontes,"veículo,veículo","Motocicleta,Caminhonete","masc.,masc.","23,28",0,1,0,1,ciclofaixa,Asfalto,287,"13,2","9,6",275,"13,2","8,2",Centro,Área Urbana,-48.66083396,-26.90299039,R.Silva-R.Cônego Tomaz Fontes,287,275,-48.66092924598743,-26.902944757183548,compartilhado
2019-790,2019-03-29,13:00,Março,sexta-feira,colisão,R.Silva,,"ciclista,veículo",Automóvel,masc.,16,0,0,0,0,ciclofaixa,Asfalto,287,"13,2","9,6",NA,,,Centro,Área Urbana,-48.66104702,-26.90299089,R.Silva-R.Cônego Tomaz Fontes,287,275,-48.66092924598743,-26.902944757183548,compartilhado
2019-768,2019-03-30,12:26,Março,sábado,colisão,R.Cônego Tomaz Fontes,,"veículo,veículo","Automóvel,Motocicleta","fem.,masc.","26,47",0,0,0,1,ciclofaixa,Asfalto,275,"13,2","8,2",NA,,,Centro,Área Urbana,-48.66070214,-26.90345579,R.Silva-R.Cônego Tomaz Fontes,287,275,-48.66092924598743,-26.902944757183548,compartilhado
2019-358,2019-02-13,17:30,Fevereiro,quarta-feira,colisão,R.Dr.José Bonifácio Malburg,,"veículo,veículo","Automóvel,Caminhonete","masc.,masc.","40,22",0,0,0,1,,Asfalto,293,"13,2","9,6",NA,,,Centro,Área Urbana,-48.66037996,-26.90567028,R.Cônego Tomaz Fontes-R.Dr.José Bonifácio Malburg,275,293,-48.65989204939259,-26.905374766995756,ciclofaixa
2019-96,2019-01-14,13:45,Janeiro,segunda-feira,colisão,R.Samuel Heusi,R.Cônego Tomaz Fontes,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","41,53",0,0,0,1,ciclofaixa,Asfalto,291,"13,2","9,6",275,"13,2","8,2",Centro,Área Urbana,-48.66012743,-26.90436906,R.Samuel Heusi-R.Cônego Tomaz Fontes,291,275,-48.660220066988984,-26.904475490309093,ciclofaixa
2019-972,2019-04-22,10:30,Abril,segunda-feira,colisão,R.Cônego Tomaz Fontes,R.Samuel Heusi,"veículo,veículo","Caminhonete,Automóvel","masc.,masc.","58,65",0,0,0,1,ciclofaixa,Asfalto,275,"13,2","8,2",291,"13,2","9,6",Centro,Área Urbana,-48.66016206,-26.90444838,R.Samuel Heusi-R.Cônego Tomaz Fontes,291,275,-48.660220066988984,-26.904475490309093,ciclofaixa
2019-506/509,2019-03-01,07:15,Março,sexta-feira,engavetamento,Av.Ver.Abrahão João Francisco,,"veículo,veículo,veículo","Caminhão,Caminhão,Automóvel","masc.,masc.,fem.","33,48,46",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.67993341,-26.92595717,Av.Ver.Abrahão João Francisco-R.Itapoa (particular),265,844,-48.68020207404937,-26.926275825797095,ciclovia
2019-756,2019-03-21,10:45,Março,quinta-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo","Utilitário,Motocicleta","fem.,masc.","38,27",0,1,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.67846904,-26.92492829,R.Antônio de Souza Cunha-Av.Ver.Abrahão João Francisco,534,265,-48.678494802329524,-26.925088694081037,ciclovia
2019-617,2019-03-14,15:10,Março,quinta-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo,veículo","Motocicleta,Automóvel,Caminhão","masc.,masc.","29,43",0,1,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.67141263,-26.92009687,Av.Ver.Abrahão João Francisco-R.João Bertoldo da Rosa,265,853,-48.67104846027589,-26.920026329340825,ciclovia
2019-370,2019-02-15,11:15,Fevereiro,sexta-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo","Camioneta,Micro-ônibus",masc.,29,0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.67446577,-26.92233559,Av.Ver.Abrahão João Francisco-R.Ver.Abílio Otávio do Canto,265,854,-48.67472646724788,-26.92249291612382,ciclovia
2019-612/615,2019-03-15,09:10,Março,sexta-feira,colisão,Av.Ver.Abrahão João Francisco,R.Ver.Abílio Otávio do Canto,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","53,18",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",854,20,15,Carvalho,Área Urbana,-48.67480437,-26.92270044,Av.Ver.Abrahão João Francisco-R.Ver.Abílio Otávio do Canto,265,854,-48.67472646724788,-26.92249291612382,ciclovia
2019-242,2019-01-30,09:40,Janeiro,quarta-feira,colisão,Av.Ver.Abrahão João Francisco,R.Pedro José João,"veículo,veículo","Motocicleta,Automóvel","masc.,masc.","48,84",0,1,0,1,ciclovia,Asfalto,265,"29,4","16,4",269,11,7,Carvalho,Área Urbana,-48.66959915,-26.91880581,R.José Testoni-Av.Ver.Abrahão João Francisco,1691,265,-48.670062723540326,-26.919286294030236,ciclovia
2019-900,2019-04-15,19:15,Abril,segunda-feira,colisão,Av.Ver.Abrahão João Francisco,R.Pedro José João,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","62,29",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",269,11,7,Carvalho,Área Urbana,-48.6697069,-26.919214,R.José Testoni-Av.Ver.Abrahão João Francisco,1691,265,-48.670062723540326,-26.919286294030236,ciclovia
2019-951,2019-04-22,07:00,Abril,segunda-feira,colisão,Av.Ver.Abrahão João Francisco,R.Pedro José João,"veículo,veículo","Caminhonete,Automóvel",masc.,35,0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",269,11,7,Carvalho,Área Urbana,-48.66967888,-26.91917809,R.José Testoni-Av.Ver.Abrahão João Francisco,1691,265,-48.670062723540326,-26.919286294030236,ciclovia
2019-657,2019-03-18,17:00,Março,segunda-feira,colisão,R.Profª.Erotides da Silva Fontes,R.Estefano José Vanolli,"veículo,ciclista",Automóvel,"masc.,fem.","54,51",0,1,0,1,ciclofaixa,Asfalto,107,20,13,60,15,11,São Vicente,Área Urbana,-48.68876125,-26.90962106,R.Profª.Erotides da Silva Fontes-R.Estefano José Vanolli,107,60,-48.68881384702094,-26.90957167246386,ciclofaixa
2019-466,2019-02-26,11:50,Fevereiro,terça-feira,colisão,R.Jaci Ramos,,"veículo,veículo","Caminhonete,Automóvel","masc.,masc.","52,48",0,0,0,1,,Lajota,22,10,7,NA,,,São Vicente,Área Urbana,-48.68877875,-26.90118811,R.Jaci Ramos-R.Estefano José Vanolli,22,60,-48.68868906303762,-26.901196148734943,ciclofaixa
2019-62,2019-01-09,16:55,Janeiro,quarta-feira,colisão,R.Estefano José Vanolli,Av.Gov.Adolfo Konder,"veículo,veículo","Automóvel,Automóvel",fem.,28,0,0,0,1,ciclovia,Asfalto,60,15,11,164,30,17,Cidade Nova,Área Urbana,-48.68890794,-26.91186485,Av.Gov.Adolfo Konder-R.Estefano José Vanolli,164,60,-48.68901719845461,-26.91191564994089,ciclofaixa
2019-515,2019-03-02,14:10,Março,sábado,colisão,R.Estefano José Vanolli,Av.Gov.Adolfo Konder,"veículo,veículo","Automóvel,Motocicleta","fem.,masc.","21,22",0,0,0,1,ciclovia,Asfalto,60,15,11,164,30,17,Cidade Nova,Área Urbana,-48.68885087,-26.91175056,Av.Gov.Adolfo Konder-R.Estefano José Vanolli,164,60,-48.68901719845461,-26.91191564994089,ciclofaixa
2019-662,2019-03-18,11:00,Março,segunda-feira,colisão,Av.Gov.Adolfo Konder,,"veículo,veículo,ciclista","Automóvel,Automóvel","masc.,masc.,masc.","43,27,20",0,1,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.68881981,-26.91192003,Av.Gov.Adolfo Konder-R.Estefano José Vanolli,164,60,-48.68901719845461,-26.91191564994089,ciclofaixa
2019-651,2019-03-18,12:30,Março,segunda-feira,colisão,Av.Gov.Adolfo Konder,,"veículo,veículo","Automóvel,Motoneta",masc.,31,0,0,0,1,ciclovia,Asfalto,164,30,17,NA,,,Cidade Nova,Área Urbana,-48.68889204,-26.91202506,Av.Gov.Adolfo Konder-R.Estefano José Vanolli,164,60,-48.68901719845461,-26.91191564994089,ciclofaixa
